Type,Key,Summary,Resolution Date,Open,Investigation,Ready for Refinement,Backlog,Reopened,On Hold,Refined,In Development,Ready for test,In Testing,Waiting for acceptance,In Progress,Done,Abandoned,,,,
Production bug,CALLS-978,defined payments address was archived,4/7/25,0.00h,,161.65h,,,,0.12h,22.55h,5.20h,66.00h,,,9291.05h,,,,,
,CALLS-976,IBank: Filtering option for Defined payments,3/31/25,16.35h,,1.03h,,,,5.07h,1.02h,93.58h,0.25h,,,9452.43h,,,,,
,CALLS-975,(Investigate) Data retention period for Flow manager stored data,,9569.87h,,,,,,,,,,,,,,,,,
,CALLS-1018,Execute payment test cases,6/3/25,1657.02h,,,,,,,,,,,,,7915.97h,,,,
,CALLS-1017,Application configuration changes,6/3/25,1657.07h,,,,,,,,,,,,,7915.97h,,,,
,CALLS-1016,Order/configure Urban code deployment,6/3/25,692.45h,,0.00h,,,,484.77h,479.88h,,,,,,7915.95h,,,,
,CALLS-1015,Order servers in Azure DC,5/14/25,451.08h,,0.00h,,,,362.58h,363.72h,0.00h,0.00h,,,8395.75h,,,,,
,CALLS-996,Cross-border instant payments go-live activities,6/6/25,0.02h,0.23h,1216.00h,,,,336.67h,2.47h,124.07h,65.98h,,,7848.02h,,,,,
,CALLS-998,Implement usage of MDM API (rest call) to get party information,5/7/25,497.07h,,0.00h,,,,29.77h,287.37h,21.15h,188.28h,,,8570.07h,,,,,
,CALLS-974,Performance tests of Camunda 7 as our orchestrator,9/9/25,2138.43h,,1.30h,,,,1847.10h,,,,,,5564.67h,,,,,
Production bug,CALLS-972,User is not able to open European archived payment from account statement,3/25/25,0.08h,9.18h,0.00h,,,,0.00h,0.00h,63.48h,22.90h,,,9601.32h,,,,,
Production bug,CALLS-971,Debtor internal name not filled for outgoing SEPA cross-border payments from smart form,3/25/25,0.00h,,4.05h,,,,0.00h,1.67h,3.70h,43.80h,,,9664.65h,,,,,
,CALLS-970,After executing payment from Defined payments - add to defined payment,3/27/25,167.72h,,,,,,,,,,,,,9552.35h,,,,
,CALLS-969,(Investigate) Monitoring to follow certificate expiring date (to not miss expiring certificates),,9737.40h,,,,,,,,,,,,,,,,,
,CALLS-968,iBank: change PDF used for SOA in LT,4/2/25,164.65h,,48.35h,,,,29.13h,44.90h,72.30h,1.57h,,,9404.52h,,,,,
,CALLS-1012,Implement usage of Currency exchange API (payment services grpc),11/19/25,3815.05h,,1084.75h,,,,503.82h,336.43h,18.52h,124.55h,,,3860.18h,,,,,
,CALLS-967,[pre-prod] register CI for newly created items,5/14/25,0.10h,,0.00h,,,,316.07h,574.65h,0.00h,0.00h,,,8853.43h,,,,,
Production bug,CALLS-966,Code of external payment in SOA gives error,3/20/25,0.02h,,19.77h,,,,0.00h,7.25h,4.08h,42.38h,,,9714.62h,,,,,
,CALLS-964,Unknown BIC in TIPS Directory error when executing Instant for SE swedbank,3/31/25,2.43h,,236.20h,,,,3.50h,26.18h,70.75h,0.37h,,,9451.20h,,,,,
,CALLS-963,iBank: Unauthenticated user should be redirected to International Payment Public page,3/17/25,2.07h,,1.70h,,,,0.00h,1.45h,0.32h,0.25h,,,9785.65h,,,,,
,CALLS-962,Wrong defined payment page title,3/20/25,0.00h,,71.42h,,,,,,,,,,,9720.13h,,,,
,CALLS-961,Beneficiary's residence country is not shown in account statement,3/25/25,0.02h,,27.40h,,,,0.00h,140.65h,20.80h,2.13h,,,9600.87h,,,,,
,CALLS-965,Invalid character validation error return when creating instant cross-border payment with creditor local characters,3/31/25,5.58h,0.23h,234.45h,,,,3.55h,26.12h,71.30h,0.05h,,,9451.00h,0.38h,,,,
,CALLS-960,iBank: change PDFs used for SOA in LV,3/31/25,18.73h,,72.52h,,,,11.45h,91.22h,46.33h,99.55h,,,9452.98h,,,,,
,CALLS-959,Defined domestic payments not saving beneficiary residence country and balance code,3/17/25,0.25h,,0.00h,,,,0.00h,0.13h,64.32h,0.58h,,,9793.45h,,,,,
,CALLS-957,SOA gets error after pressing 'Continue',3/17/25,0.08h,,1.35h,,,,0.00h,0.58h,1.78h,65.12h,,,9793.42h,,,,,
,CALLS-956,iBank: change PDF used for Domestic SOA in LV,3/17/25,57.10h,,0.05h,,,,0.00h,16.77h,0.25h,1.12h,,,9788.88h,,,,,
,CALLS-955,iBank: one PDF should be used for all European payments in EE,4/2/25,0.00h,,144.13h,,,,144.65h,29.80h,60.75h,77.80h,,,9407.12h,,,,,
,CALLS-954,[iBank] List of payments - Debtor ID not added automatically to Cross-border instant payment (SIPCO),4/7/25,0.00h,,165.87h,,,,215.40h,55.18h,59.58h,98.63h,,,9291.25h,,,,,
,CALLS-951,LV: Info about international payments should be placed in menu item International payment,3/13/25,1.57h,,0.00h,,,,0.02h,3.40h,3.28h,0.23h,,,9881.20h,,,,,
,CALLS-950,iBank: In Domestic SOA Bank name is not shown for the customer and not printed in PDF agreement,4/4/25,17.45h,0.00h,0.02h,,,,167.48h,265.87h,65.67h,31.18h,,,9357.95h,,,,,
,CALLS-949,Add missing setup for OP_ID to MOB channel,3/14/25,0.00h,,20.67h,,,,0.17h,3.07h,25.15h,0.00h,,,9859.90h,,,,,
,CALLS-997,Implement possibility for Payment flow manager to use Account Information API,6/9/25,0.00h,0.62h,812.05h,,,,575.02h,291.52h,354.52h,98.28h,,,7777.27h,,,,,
,CALLS-952,[Ibank] Bank defined payment shortcut navigates to wrong page,3/20/25,1.00h,,23.60h,,,,168.13h,,,,,,,9719.23h,,,,
,CALLS-1073,Returned SEPA payment description improvements,5/13/25,0.00h,313.45h,1078.30h,,,,22.45h,73.15h,26.02h,3.40h,,,8419.95h,,,,,
,CALLS-947,(Investigate) possibility to use Hazelcast for Flow Manager needs,8/26/25,4051.50h,,,,,,,,,,,,,5902.95h,,,,
,CALLS-946,Setup DB user for flow manager in CORE DB,3/27/25,0.00h,,187.03h,,,,46.48h,167.75h,0.00h,0.00h,,,9553.32h,,,,,
,CALLS-945,In Lithuania SEPA domestic and cross border payments visible in Account Statement and Payment history,3/14/25,0.20h,,112.75h,,,,5.98h,17.35h,1.25h,24.38h,,,9863.70h,,,,,
,CALLS-944,iBank: International payments visible in Account Statement and Payment history,3/14/25,0.33h,,112.43h,,,,4.05h,22.08h,3.37h,24.70h,,,9858.80h,,,,,
,CALLS-943,iBank: Additional lable update for payment forms,3/14/25,0.57h,,113.27h,,,,3.32h,24.87h,22.00h,1.72h,,,9861.00h,,,,,
,CALLS-942,"Ibank: Link from ""Information about international settlements"" is not working correctly",3/12/25,0.00h,,115.38h,,,,2.53h,2.30h,2.27h,0.12h,,,9905.85h,,,,,
,CALLS-941,Configure payments orchestrator connection to payment services,3/27/25,74.47h,,67.50h,,,,29.18h,307.67h,0.00h,0.00h,,,9550.92h,,,,,
,CALLS-940,[ibank] Incorrect names of shortcuts,3/13/25,0.00h,,119.55h,,,,0.42h,6.13h,2.58h,17.92h,,,9886.10h,,,,,
,CALLS-1004,Implement possibility for Payment flow manager to use Service Limitations API,5/7/25,0.02h,28.23h,977.67h,,,,25.17h,428.00h,7.15h,18.88h,,,,8570.18h,,,,
,CALLS-939,[pre-prod] Order certificates for Payments Flow manager,4/2/25,0.00h,,0.02h,,,,0.03h,264.77h,383.72h,0.00h,,,,9407.15h,,,,
,CALLS-937,[Investigate] GIRO payments in STAR usage of Currency conversion functionality,3/13/25,0.00h,,169.65h,,,,,,,,,,,9887.63h,,,,
,CALLS-936,invalidPaymentStatus error message shown upon double acceptance transaction,10/3/25,1.05h,,5086.53h,,,,,,,,,,,4986.92h,,,,
,CALLS-935,"[DB] Add parameters to save domestic SO beneficiary address (LV,EE)",3/14/25,21.12h,,0.00h,,,,1.63h,27.33h,168.95h,0.00h,,,,9858.28h,,,,
,CALLS-934,Remove temporary privileges and data,3/24/25,0.53h,,360.33h,,,,1.85h,92.68h,0.00h,0.02h,,,,9625.85h,,,,
,CALLS-933,"IBank: Radio button for defined payments for field ""type of information""",3/12/25,1.65h,,43.85h,,,,7.18h,21.78h,72.88h,43.12h,,,,9911.28h,,,,
,CALLS-931,Standing orders fixes,3/14/25,0.23h,,48.03h,,,,29.98h,96.48h,0.42h,70.90h,,,,9858.38h,,,,
,CALLS-930,"iBank - Show Cross-border instant payment/return details (SIPCO, SIPCI)",3/27/25,0.35h,40.27h,49.73h,,,,183.67h,204.05h,42.98h,55.10h,,,,9545.80h,,,,
,CALLS-929,"Discover/ Describe AS-IS situation for DP, THN_OUT, Holder channel statuses and possible combinations",4/1/25,0.00h,689.92h,,,,,,,,,,,,9433.73h,,,,
,CALLS-928,IBank: Incorrect tab name,3/4/25,19.32h,,0.00h,,,,0.00h,1.88h,3.23h,0.13h,,,,10099.73h,,,,
,CALLS-926,investigate and decide which maintenance actions will be needed in Cockpit and thru REST API,3/18/26,8368.70h,168.67h,0.00h,,,,20.92h,549.87h,25.52h,54.80h,,,,1004.63h,,,,
,CALLS-927,Internal error thrown when initiating instant cross-border,3/5/25,65.23h,0.00h,0.00h,,,,9.70h,0.42h,17.75h,25.25h,,,,10076.07h,,,,
,CALLS-925,implement error handling while reading incoming messages for FM entrypoint,10/13/25,1984.70h,121.20h,215.70h,,,,1529.93h,174.77h,1148.65h,317.28h,,,,4748.97h,,,,
,CALLS-924,define message structure for outgoing events towards batch handler,4/7/25,934.72h,,,,,,,,,,,,,9282.68h,,,,
Production bug,CALLS-932,The reference number is missing in some cases when the payment is initiated through the defined payment and reference number is stored in defined payments.,3/4/25,93.60h,,22.13h,,,,,3.28h,0.03h,1.48h,,,,10100.72h,,,,
,CALLS-922,GRPC load balancing changes for payment-services stack,3/17/25,0.00h,,185.15h,,,,30.68h,68.82h,46.47h,117.78h,,,,9792.00h,,,,
Production bug,CALLS-921,OP_ID configuration issue that impacts SWIFT MT940/942 statements in LT,3/7/25,0.02h,,20.05h,,,,94.87h,4.58h,49.02h,43.05h,,,,10031.93h,,,,
,CALLS-919,Order and onboard to CyberArk for secret storage,3/18/25,195.18h,,0.00h,,,,0.00h,,0.00h,312.30h,,,,9763.90h,,,,
,CALLS-918,[pre-prod] Create projects for flow manager components,4/8/25,0.00h,0.00h,17.08h,,,,2.72h,1010.27h,0.00h,0.00h,,,,9258.85h,,,,
Production bug,CALLS-920,[ibank] Already executed mass payment can be changed,2/27/25,0.00h,,20.23h,,,,5.55h,0.00h,19.77h,23.32h,,,,10221.23h,,,,
,CALLS-917,iBank: Defined payments and My defined payments menu duplicates the existing Defined payment menu,3/4/25,16.92h,,31.48h,,,,23.27h,92.07h,21.47h,5.35h,,,,10099.88h,,,,
,CALLS-948,Improve responsiveness of RT1 nodes,4/4/25,262.00h,,0.00h,,,,0.03h,147.20h,0.68h,552.72h,,,,9356.05h,,,,
,CALLS-973,SEPA-exchange code cleanup,4/4/25,261.95h,,0.00h,,,,147.32h,288.18h,1.32h,263.90h,,,,9356.05h,,,,
,CALLS-916,iBank: Tech error when adding defined payment after payment execution,2/27/25,0.02h,,141.20h,,,,0.03h,5.35h,15.87h,1.00h,,,,10225.23h,,,,
,CALLS-914,Defined payment used incorrect currency,2/26/25,0.00h,,1.58h,,,,2.68h,124.47h,18.20h,1.78h,,,,10245.10h,,,,
,CALLS-913,iBank: Change payment type in Payment History for Privates,2/26/25,0.00h,,25.12h,,,,1.18h,101.85h,21.05h,26.82h,,,,10241.43h,,,,
,CALLS-912,iBank: Beneficiary bank should not be in Defined payment form for  Domestic and European payment,2/24/25,0.00h,,21.83h,,,,0.00h,27.08h,26.27h,68.60h,,,,10294.68h,,,,
,CALLS-911,iBank: open new defined payment form when payment is being created from old payment,3/7/25,0.00h,,46.90h,,,,169.35h,94.30h,65.55h,35.15h,,,,10027.93h,,,,
,CALLS-910,Flow manager DB Access logging and auditing solution,8/13/25,3406.85h,120.23h,0.07h,,,,148.27h,433.33h,0.00h,119.17h,,,,6212.00h,,,,
,CALLS-909,[pre-prod] Configure Liquibase for Camunda,4/10/25,1156.42h,,0.00h,,,,0.00h,72.80h,0.00h,0.00h,,,,9210.87h,,,,
,CALLS-908,(pre-prod) Archival DB solution for Flow Manager,5/7/25,53.23h,283.48h,0.00h,,,,22.75h,1512.95h,0.00h,0.00h,,,,8567.77h,,,,
,CALLS-907,[iBank] Smart form - Debtor ID not added automatically to Cross-border instant payment (SIPCO),3/13/25,1.17h,,357.17h,,,,1.95h,171.47h,34.10h,8.78h,,,,9884.93h,,,,
,CALLS-904,Outgoing Intragroup payment sent after failed Instant payment stays not sent out,2/17/25,0.00h,,0.65h,,,,0.00h,3.55h,0.53h,98.43h,,,,10457.63h,,,,
,CALLS-900,Create items and triggers under new SEPA_RT1 template in Zabbix,2/13/25,0.00h,,141.53h,,,,4.43h,0.65h,0.00h,0.00h,,,,10555.35h,,,,
,CALLS-899,iBank: change payment types in defined payments list,2/26/25,0.00h,,142.82h,,,,0.22h,257.43h,29.47h,29.87h,,,,10243.23h,,,,
,CALLS-898,ibank: change payment types in list of payments,2/20/25,0.00h,,142.97h,,,,28.60h,6.10h,89.73h,45.38h,,,,10390.48h,,,,
,CALLS-901,[sepa-exchange] Reject outgoing instant payment if bank is not reachable,2/12/25,0.00h,,2.65h,,,,65.20h,7.53h,0.67h,45.73h,,,,10581.80h,,,,
,CALLS-902,[sepa-exchange] Log RT1 error messages as WARN in logs,2/12/25,0.00h,,2.88h,,,,72.78h,0.83h,18.35h,30.62h,,,,10578.38h,,,,
,CALLS-897,Add monitoring to follow payment sys_global parameter changes,3/6/25,0.00h,17.80h,0.00h,,,,243.08h,405.33h,0.00h,,,,,10056.52h,,,,
,CALLS-894,Party ID lost when creating new defined European payment,2/26/25,0.02h,0.60h,46.42h,,,,33.65h,276.82h,70.40h,104.22h,,,,10243.32h,,,,
,CALLS-893,"IBank: After adding defined salary payment, I am brought back to old My defined payment page",2/10/25,0.00h,,47.98h,,,,1.92h,5.12h,88.10h,0.55h,,,,10632.32h,,,,
Production bug,CALLS-903,[payment-form-service] Error Debtor not found by IBAN: 'xxx',2/13/25,91.67h,,1.57h,,,,73.57h,46.43h,0.80h,22.83h,,,,10557.27h,,,,
,CALLS-892,"iBank: Form name, when payment is opened from Account Statement",2/6/25,0.03h,,70.48h,,,,,,,,,,,,10728.08h,,,
,CALLS-891,"IBank: Button ""Change account"" for defined payments",2/7/25,0.00h,,23.58h,,,,0.10h,35.53h,35.35h,2.57h,,,,10703.52h,,,,
,CALLS-890,IBank: Tab name for Domestic and European payments,2/6/25,0.00h,,137.33h,,,,,,,,,,,,10728.22h,,,
Production bug,CALLS-889,[EPE] Do not log unnecessary error in logs,1/30/25,0.00h,,0.00h,,,,0.00h,0.60h,0.00h,0.93h,,,,10891.42h,,,,
,CALLS-888,Create Kafka client integration on engine component,5/7/25,1367.10h,,0.00h,,,,0.00h,814.33h,171.73h,0.40h,,,,8565.00h,,,,
,CALLS-887,Create Kafka topic for broadcast messages from Flow manager,4/29/25,815.12h,,0.00h,,,,192.85h,477.15h,672.00h,0.00h,,,,8761.50h,,,,
,CALLS-882,Test payment load to ProScan:,4/15/25,1821.32h,,,,,,,,,,,,,,9098.65h,,,
,CALLS-879,Adapt Kafka entry point for intermediate Kafka Topics listening & routing to Flow Manager,1/27/26,5520.02h,2.38h,549.47h,,,,317.03h,695.00h,1271.43h,379.98h,,,,2209.28h,,,,
,CALLS-878,Create Flow manager entry point for Kafka topic,10/1/25,1823.92h,,0.00h,,,,743.15h,1917.32h,1115.57h,237.23h,,,,5035.48h,,,,
,CALLS-877,Create Flow manager entry point for Rest API,3/10/25,965.47h,,,,,,,,,,,,,,9955.25h,,,
,CALLS-876,[enabler] Flow manager documentation & training,9/9/25,5374.25h,,,,,,,,,,,,,5564.35h,,,,
,CALLS-875,[pre-prod] Setup access rights for Flow manager,3/30/26,1553.50h,,0.02h,,,,3624.93h,4990.07h,4.03h,50.22h,,,,715.98h,,,,
,CALLS-874,[pre-prod] Deploy Camunda 7 on Flow manager namespace,3/12/25,43.65h,,0.00h,,,,606.58h,382.65h,0.00h,0.00h,,,,9906.27h,,,,
,CALLS-873,[pre-prod] Order MSSQL DB for Flow manager,3/12/25,498.85h,,0.50h,,,,335.48h,198.10h,0.00h,0.00h,,,,9906.32h,,,,
,CALLS-872,[pre-prod] Order Namespaces for Flow manager (Z cluster),2/28/25,43.75h,,0.00h,,,,437.22h,257.02h,0.00h,0.00h,,,,10201.37h,,,,
,CALLS-938,Repeat performance tests after external bottleneck fixed,10/2/25,4870.03h,,189.52h,,,,839.97h,,,,,,,,5017.82h,,,
,CALLS-870,In account statement international payments opens as domestics,1/30/25,0.12h,,65.18h,,,,5.07h,0.00h,0.00h,0.02h,,,,,10891.13h,,,
,CALLS-869,[Clean-up]Unify creditor reference in defined payments after SEPA_SINGLE_FORM_START,3/31/25,68.03h,,0.00h,,,,1270.83h,95.80h,4.45h,70.50h,,,,9454.48h,,,,
,CALLS-868,[DB] Extend saving procedure to support reference issuer,2/6/25,0.02h,,0.00h,,,,0.00h,237.48h,26.55h,49.07h,,,,10726.30h,,,,
,CALLS-867,"Fill ""Reference number"" from other DB source",2/6/25,143.53h,,0.00h,,,,101.83h,69.25h,1.87h,1.00h,,,,10722.05h,,,,
,CALLS-866,[prod] Whitelist core account closure CN for payment services,3/3/25,0.00h,,862.15h,,,,0.00h,1.12h,64.85h,0.00h,,,,10128.53h,,,,
,CALLS-865,Extend coresrv.european_predefined_payment view,1/28/25,2.30h,,0.00h,,,,0.00h,0.00h,91.73h,27.17h,,,,10941.92h,,,,
,CALLS-861,Details not shown in Defined Payments list after sepa single form,1/29/25,0.00h,,0.57h,,,,0.00h,49.08h,113.47h,2.13h,,,,10918.82h,,,,
,CALLS-860,[DB] Unify Creditor Reference storing in DB table,2/6/25,0.73h,,0.00h,,,,0.00h,307.48h,48.08h,5.93h,,,,10722.85h,,,,
,CALLS-859,iBank: update fee shown in SMART form,2/10/25,0.00h,,379.68h,,,,22.87h,5.00h,0.13h,70.17h,,,,10629.75h,,,,
,CALLS-856,iBank: Add Creditor Issuer for Defined payments,2/6/25,0.00h,,17.33h,,,,25.10h,294.78h,17.87h,48.95h,,,,10726.42h,,,,
Production bug,CALLS-854,[ibank] Defined mass payment creation form gets disabled when trying to save with errors in it,1/22/25,0.15h,68.07h,0.02h,,,,6.03h,0.00h,0.32h,48.35h,,,,11082.28h,,,,
Production bug,CALLS-853,iBank Smart form - Beneficiary's residence country stored when not provided,1/31/25,0.00h,,163.80h,,,,7.75h,118.07h,69.32h,0.37h,,,,10868.93h,,,,
,CALLS-858,"UI issue in EE iBank International payment, Incoming international payments screen",1/22/25,0.08h,123.63h,23.82h,,,,,,,,,,,11085.08h,,,,
,CALLS-847,IBank: Issuer field for suggested payments in “Domestic and european payment” form,1/28/25,0.02h,,117.95h,,,,26.03h,50.23h,91.72h,27.17h,,,,10941.92h,,,,
,CALLS-852,"Update ""Add additional Beneficiary's data"" button",1/28/25,1.05h,,44.57h,,,,22.92h,6.03h,142.90h,115.23h,,,,10945.32h,,,,
,CALLS-846,IBank: Add Reference issuer field in Domestic and european payment information window,1/24/25,120.22h,,137.20h,,,,1.03h,55.28h,15.80h,28.52h,,,,11036.50h,,,,
,CALLS-845,[DB] Update screening rules in PAYMENTS.PAYMENTS_SCREENING_RULE,1/9/25,0.02h,,0.00h,,,,0.00h,3.87h,0.00h,0.00h,,,,11394.37h,,,,
,CALLS-844,iBank: update breadcrumbs for New payment functionalities,3/6/25,0.00h,,1007.83h,,,,307.68h,26.22h,0.62h,0.52h,,,,,10057.17h,,,
Production bug,CALLS-843,Intragroup SEPA payments are not being processed after bank REL-267,1/9/25,0.15h,,0.00h,,,,0.00h,0.00h,0.07h,0.00h,,,,11400.55h,,,,
,CALLS-842,Add/update defined payment button is working wrong for cross-border defined payments,1/23/25,0.23h,,309.52h,,,,0.00h,,18.88h,24.27h,,,,11065.37h,,,,
,CALLS-841,Cleanup Failed Instant Payments modal window in Smart Form,1/13/25,0.10h,,18.98h,,,,94.27h,,,,,,,,11305.35h,,,
,CALLS-840,"E-invoices if chosen Valid from field, then it will no longer possible to remove it.",1/30/25,0.00h,22.60h,20.50h,,,,122.73h,381.65h,4.02h,0.07h,,,,10891.25h,,,,
,CALLS-838,Deploy POC camunda on andromeda/openshift,2/27/25,0.03h,,0.00h,,,,0.00h,1251.62h,0.00h,0.00h,,,,10217.23h,,,,
,CALLS-837,"Fill SYSTEM_REFERENCE_TYPE for SIPCO, SIPCI",1/22/25,0.05h,1.10h,257.75h,,,,0.92h,3.12h,142.80h,47.40h,,,,11086.75h,,,,
,CALLS-836,iBank LV - Cannot save new/updated defined domestic payment,1/6/25,0.10h,,0.45h,,,,5.48h,1.50h,63.33h,0.87h,,,,11472.47h,,,,
Bug Sub-Task,CALLS-835,[Save] button does not work in iBank domestic defined payment screen,1/3/25,0.08h,0.02h,0.00h,,,,0.00h,16.83h,0.85h,0.00h,,,,11544.00h,,,,
,CALLS-834,[Back] button does not work in iBank smart payment screen,1/3/25,0.00h,,0.00h,,,,0.00h,18.07h,0.00h,2.53h,,,,11541.42h,,,,
,CALLS-833,Forms Teller (EE)/ Star - Adjust annulation/repeal for Cross-border Instant payments (SIPCO/SIPCI),2/13/25,0.15h,,666.30h,,,,119.68h,215.55h,3.07h,2.23h,,,,10555.88h,,,,
,CALLS-832,Technical prerequisites for solution,1/2/25,0.00h,,0.00h,,,,0.00h,0.05h,0.00h,0.00h,,,,11568.12h,,,,
Production bug,CALLS-857,iBank - Mass payment edit - Defective payment error message not visible,1/23/25,0.00h,19.87h,482.20h,,,,2.07h,0.00h,48.13h,2.60h,,,,11060.27h,,,,
Bug Sub-Task,CALLS-831,[Save payments] button does not work in iBank mass payment beneficiary edit/create screen,1/3/25,0.43h,,68.15h,,,,1.00h,0.17h,2.43h,20.80h,,,,11544.00h,,,,
,CALLS-830,[DB] Create procedure to delete defined payment,1/2/25,0.00h,,0.00h,,,,307.53h,0.18h,0.00h,0.00h,,,,11567.52h,,,,
,CALLS-829,[Enabler] Order temporary MSSQL DB for Camunda7 testing purpose,1/10/25,0.00h,,0.00h,,,,0.00h,1.18h,0.00h,509.28h,,,,11369.13h,,,,
,CALLS-827,"iBank: ""isSepaSingleFormInEffect"" is undefined in Standing Order page",12/18/24,0.62h,,0.00h,,,,0.00h,2.78h,1.55h,0.12h,,,,11922.38h,,,,
,CALLS-855,POC - Configure Prometheus endpoints for SEPA-exchange and EPE,1/20/25,0.17h,70.97h,0.00h,,,,0.00h,,766.62h,0.00h,,,,11135.05h,,,,
,CALLS-884,"Update ""Add additional data"" button",4/8/25,2445.13h,,0.02h,,,,119.88h,29.25h,95.68h,25.55h,,,,9258.72h,,,,
,CALLS-883,Update components for Party ID in sepaFields.js,2/14/25,991.65h,,14.02h,,,,1.95h,98.25h,74.22h,258.60h,,,,10535.95h,,,,
,CALLS-885,"Update components in ""partyPostAddressComponent"" template",9/11/25,4797.47h,,1583.37h,,,,,,,,,,,5522.27h,,,,
,CALLS-825,Map PAYMENT area owned Sysglobals,1/15/25,22.08h,,0.02h,,,,578.07h,100.15h,17.57h,1.22h,,,,11256.12h,,,,
,CALLS-826,IBank: Add Reference issuer field in Domestic and european form,1/27/25,65.60h,,577.00h,,,,2.42h,386.35h,16.93h,30.32h,,,,10963.97h,,,,
Production bug,CALLS-822,Defined payment name length,12/20/24,0.55h,,141.17h,,,,2.63h,3.33h,17.20h,1.27h,,,,11879.82h,,,,
,CALLS-881,Star - Adjust incoming international payments for Cross-border instant payment,4/16/25,0.00h,,2510.02h,,,,141.85h,22.93h,99.20h,221.40h,,,,9066.83h,,,,
,CALLS-880,Star - Adjust print transactions for Cross-border instant payments,4/2/25,0.02h,,2510.08h,,,,7.05h,135.93h,5.63h,1.60h,,,,9402.05h,,,,
,CALLS-818,iBank: pressing on add defined payment button with business user redirects to private user,12/13/24,0.10h,,18.78h,,,,0.05h,3.53h,1.30h,0.52h,,,,12043.10h,,,,
Production bug,CALLS-819,While making payment from Group account user gets error: java.lang.NullPointerException: null,12/13/24,0.00h,,20.13h,,,,0.00h,,1.10h,0.00h,,,,12048.12h,,,,
,CALLS-816,Include go-live in to REL272,3/7/25,1847.20h,,0.90h,,,,99.83h,60.83h,3.05h,32.13h,,,,10027.83h,,,,
,CALLS-823,SEPA domestic and cross border payments visible in Account Statement and Payment history,1/30/25,41.50h,,648.92h,,,,194.23h,96.32h,49.58h,168.75h,,,,10891.50h,,,,
,CALLS-814,Fix UrbanCode configuration for PB_incoming-swift-msg-processor_W715,12/13/24,0.00h,,0.00h,,,,0.00h,73.48h,0.00h,0.00h,,,,12044.05h,,,,
,CALLS-812,Update components in Domestic Payment form. Transaction dialog,12/11/24,0.23h,,66.63h,,,,5.15h,21.72h,21.07h,6.48h,,,,12090.73h,,,,
,CALLS-811,[FLM] Try out Camunda 8 on local environment,12/18/24,0.00h,,0.00h,,,,0.00h,354.22h,0.00h,0.00h,,,,11927.35h,,,,
,CALLS-810,Change of service codes passed to search OP_ID,12/6/24,0.03h,,0.00h,,,,0.00h,1.90h,15.70h,54.45h,,,,12210.97h,,,,
